model_id,model,quant,bytes_per_param,context_tokens,weights_gb,kv_cache_gb,overhead_gb,total_gb,total_gb_q8_cache
gpt-oss-120b,gpt-oss 120B,Q4_K_M,0.58,65536,67.86,2.42,3.21,73.5,72.28
gpt-oss-120b,gpt-oss 120B,Q4_K_M,0.58,131072,67.86,4.84,3.21,75.91,73.49
gpt-oss-120b,gpt-oss 120B,Q3_K_M,0.47,4096,54.99,0.16,2.7,57.85,57.77
gpt-oss-120b,gpt-oss 120B,Q3_K_M,0.47,8192,54.99,0.31,2.7,58,57.84
gpt-oss-120b,gpt-oss 120B,Q3_K_M,0.47,16384,54.99,0.61,2.7,58.3,57.99
gpt-oss-120b,gpt-oss 120B,Q3_K_M,0.47,32768,54.99,1.21,2.7,58.9,58.3
gpt-oss-120b,gpt-oss 120B,Q3_K_M,0.47,65536,54.99,2.42,2.7,60.11,58.9
gpt-oss-120b,gpt-oss 120B,Q3_K_M,0.47,131072,54.99,4.84,2.7,62.53,60.11
mistral-small-4-119b,Mistral Small 4 119B (MoE),FP16,2,4096,238,0.09,10.02,248.11,248.07
mistral-small-4-119b,Mistral Small 4 119B (MoE),FP16,2,8192,238,0.19,10.02,248.21,248.11
mistral-small-4-119b,Mistral Small 4 119B (MoE),FP16,2,16384,238,0.38,10.02,248.4,248.21
mistral-small-4-119b,Mistral Small 4 119B (MoE),FP16,2,32768,238,0.75,10.02,248.77,248.4
mistral-small-4-119b,Mistral Small 4 119B (MoE),FP16,2,65536,238,1.51,10.02,249.53,248.77
mistral-small-4-119b,Mistral Small 4 119B (MoE),FP16,2,131072,238,3.02,10.02,251.04,249.53
mistral-small-4-119b,Mistral Small 4 119B (MoE),FP16,2,262144,238,6.04,10.02,254.06,251.04
mistral-small-4-119b,Mistral Small 4 119B (MoE),Q8_0,1.06,4096,126.14,0.09,5.55,131.78,131.73
mistral-small-4-119b,Mistral Small 4 119B (MoE),Q8_0,1.06,8192,126.14,0.19,5.55,131.87,131.78
mistral-small-4-119b,Mistral Small 4 119B (MoE),Q8_0,1.06,16384,126.14,0.38,5.55,132.06,131.87
mistral-small-4-119b,Mistral Small 4 119B (MoE),Q8_0,1.06,32768,126.14,0.75,5.55,132.44,132.06
mistral-small-4-119b,Mistral Small 4 119B (MoE),Q8_0,1.06,65536,126.14,1.51,5.55,133.2,132.44
mistral-small-4-119b,Mistral Small 4 119B (MoE),Q8_0,1.06,131072,126.14,3.02,5.55,134.71,133.2
mistral-small-4-119b,Mistral Small 4 119B (MoE),Q8_0,1.06,262144,126.14,6.04,5.55,137.73,134.71
mistral-small-4-119b,Mistral Small 4 119B (MoE),Q6_K,0.82,4096,97.58,0.09,4.4,102.08,102.03
mistral-small-4-119b,Mistral Small 4 119B (MoE),Q6_K,0.82,8192,97.58,0.19,4.4,102.17,102.08
mistral-small-4-119b,Mistral Small 4 119B (MoE),Q6_K,0.82,16384,97.58,0.38,4.4,102.36,102.17
mistral-small-4-119b,Mistral Small 4 119B (MoE),Q6_K,0.82,32768,97.58,0.75,4.4,102.74,102.36
mistral-small-4-119b,Mistral Small 4 119B (MoE),Q6_K,0.82,65536,97.58,1.51,4.4,103.49,102.74
mistral-small-4-119b,Mistral Small 4 119B (MoE),Q6_K,0.82,131072,97.58,3.02,4.4,105,103.49
mistral-small-4-119b,Mistral Small 4 119B (MoE),Q6_K,0.82,262144,97.58,6.04,4.4,108.02,105
mistral-small-4-119b,Mistral Small 4 119B (MoE),Q5_K_M,0.71,4096,84.49,0.09,3.88,88.46,88.42
mistral-small-4-119b,Mistral Small 4 119B (MoE),Q5_K_M,0.71,8192,84.49,0.19,3.88,88.56,88.46
mistral-small-4-119b,Mistral Small 4 119B (MoE),Q5_K_M,0.71,16384,84.49,0.38,3.88,88.75,88.56
mistral-small-4-119b,Mistral Small 4 119B (MoE),Q5_K_M,0.71,32768,84.49,0.75,3.88,89.12,88.75
mistral-small-4-119b,Mistral Small 4 119B (MoE),Q5_K_M,0.71,65536,84.49,1.51,3.88,89.88,89.12
mistral-small-4-119b,Mistral Small 4 119B (MoE),Q5_K_M,0.71,131072,84.49,3.02,3.88,91.39,89.88
mistral-small-4-119b,Mistral Small 4 119B (MoE),Q5_K_M,0.71,262144,84.49,6.04,3.88,94.41,91.39
mistral-small-4-119b,Mistral Small 4 119B (MoE),Q4_K_M,0.58,4096,69.02,0.09,3.26,72.38,72.33
mistral-small-4-119b,Mistral Small 4 119B (MoE),Q4_K_M,0.58,8192,69.02,0.19,3.26,72.47,72.38
mistral-small-4-119b,Mistral Small 4 119B (MoE),Q4_K_M,0.58,16384,69.02,0.38,3.26,72.66,72.47
mistral-small-4-119b,Mistral Small 4 119B (MoE),Q4_K_M,0.58,32768,69.02,0.75,3.26,73.04,72.66
mistral-small-4-119b,Mistral Small 4 119B (MoE),Q4_K_M,0.58,65536,69.02,1.51,3.26,73.79,73.04
mistral-small-4-119b,Mistral Small 4 119B (MoE),Q4_K_M,0.58,131072,69.02,3.02,3.26,75.3,73.79
mistral-small-4-119b,Mistral Small 4 119B (MoE),Q4_K_M,0.58,262144,69.02,6.04,3.26,78.32,75.3
mistral-small-4-119b,Mistral Small 4 119B (MoE),Q3_K_M,0.47,4096,55.93,0.09,2.74,58.76,58.71
mistral-small-4-119b,Mistral Small 4 119B (MoE),Q3_K_M,0.47,8192,55.93,0.19,2.74,58.86,58.76
mistral-small-4-119b,Mistral Small 4 119B (MoE),Q3_K_M,0.47,16384,55.93,0.38,2.74,59.04,58.86
mistral-small-4-119b,Mistral Small 4 119B (MoE),Q3_K_M,0.47,32768,55.93,0.75,2.74,59.42,59.04
mistral-small-4-119b,Mistral Small 4 119B (MoE),Q3_K_M,0.47,65536,55.93,1.51,2.74,60.18,59.42
mistral-small-4-119b,Mistral Small 4 119B (MoE),Q3_K_M,0.47,131072,55.93,3.02,2.74,61.69,60.18
mistral-small-4-119b,Mistral Small 4 119B (MoE),Q3_K_M,0.47,262144,55.93,6.04,2.74,64.71,61.69
